ip,msg,score
175.171.174.26,MSG,0
175.171.174.72,MSG,0
175.171.174.79,MSG,0
175.171.175.121,MSG,0
175.171.175.50,MSG,0
175.171.176.163,MSG,0
175.171.176.238,MSG,0
175.171.176.51,MSG,0
175.171.177.231,MSG,0
175.171.177.32,MSG,0
175.171.178.152,MSG,0
175.171.178.165,MSG,0
175.171.178.167,MSG,0
175.171.178.226,MSG,0
175.171.178.246,MSG,0
175.171.178.83,MSG,0
175.171.179.168,MSG,0
175.171.179.176,MSG,0
175.171.179.225,MSG,0
175.171.179.31,MSG,0
175.171.179.7,MSG,0
175.171.18.154,MSG,0
175.171.18.208,MSG,0
175.171.18.212,MSG,0
175.171.18.76,MSG,0
175.171.18.78,MSG,0
175.171.18.85,MSG,0
175.171.180.153,MSG,0
175.171.180.185,MSG,0
175.171.180.193,MSG,0
175.171.180.208,MSG,0
175.171.180.4,MSG,0
175.171.180.77,MSG,0
175.171.181.116,MSG,0
175.171.182.150,MSG,0
175.171.182.195,MSG,0
175.171.182.28,MSG,0
175.171.183.115,MSG,0
175.171.183.159,MSG,0
175.171.183.180,MSG,0
175.171.183.185,MSG,0
175.171.183.212,MSG,0
175.171.183.84,MSG,0
175.171.184.164,MSG,0
175.171.184.213,MSG,0
175.171.184.233,MSG,0
175.171.184.42,MSG,0
175.171.185.210,MSG,0
175.171.185.35,MSG,0
175.171.185.88,MSG,0
175.171.186.210,MSG,0
175.171.186.213,MSG,0
175.171.187.141,MSG,0
175.171.187.29,MSG,0
175.171.188.156,MSG,0
175.171.188.31,MSG,0
175.171.188.70,MSG,0
175.171.189.189,MSG,0
175.171.189.194,MSG,0
175.171.189.251,MSG,0
175.171.189.31,MSG,0
175.171.19.135,MSG,0
175.171.19.174,MSG,0
175.171.19.221,MSG,0
175.171.190.116,MSG,0
175.171.190.117,MSG,0
175.171.190.238,MSG,0
175.171.190.241,MSG,0
175.171.190.94,MSG,0
175.171.191.16,MSG,0
175.171.191.198,MSG,0
175.171.2.73,MSG,0
175.171.2.89,MSG,0
175.171.20.3,MSG,0
175.171.20.94,MSG,0
175.171.208.177,MSG,0
175.171.208.39,MSG,0
175.171.21.98,MSG,0
175.171.210.203,MSG,0
175.171.213.230,MSG,0
175.171.215.163,MSG,0
175.171.216.52,MSG,0
175.171.217.192,MSG,0
175.171.217.84,MSG,0
175.171.218.16,MSG,0
175.171.218.250,MSG,0
175.171.219.113,MSG,0
175.171.22.171,MSG,0
175.171.22.31,MSG,0
175.171.221.199,MSG,0
175.171.221.229,MSG,0
175.171.222.11,MSG,0
175.171.23.52,MSG,0
175.171.240.191,MSG,0
175.171.240.231,MSG,0
175.171.241.177,MSG,0
175.171.241.63,MSG,0
175.171.242.110,MSG,0
175.171.242.126,MSG,0
175.171.242.88,MSG,0
175.171.242.89,MSG,0
175.171.243.215,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",513
175.171.243.215,":'SQL Injection Attack',",513
175.171.244.0,MSG,0
175.171.244.146,MSG,0
175.171.245.113,MSG,0
175.171.246.218,MSG,0
175.171.247.128,MSG,0
175.171.249.180,MSG,0
175.171.25.160,MSG,0
175.171.25.179,MSG,0
175.171.25.250,MSG,0
175.171.25.38,MSG,0
175.171.25.97,MSG,0
175.171.252.129,MSG,0
175.171.252.158,MSG,0
175.171.253.124,MSG,0
175.171.254.101,MSG,0
175.171.254.13,MSG,0
175.171.254.214,MSG,0
175.171.254.7,MSG,0
175.171.255.207,MSG,0
175.171.255.26,MSG,0
175.171.26.112,MSG,0
175.171.26.51,MSG,0
175.171.27.111,MSG,0
175.171.27.193,MSG,0
175.171.28.54,MSG,0
175.171.29.198,MSG,0
175.171.29.249,MSG,0
175.171.29.40,MSG,0
175.171.29.84,MSG,0
175.171.3.146,MSG,0
175.171.3.187,MSG,0
175.171.3.197,MSG,0
175.171.3.227,MSG,0
175.171.30.16,MSG,0
175.171.30.217,MSG,0
175.171.31.191,MSG,0
175.171.32.11,MSG,0
175.171.32.118,MSG,0
175.171.32.124,MSG,0
175.171.32.137,MSG,0
175.171.32.169,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",528
175.171.32.169,":'SQL Comment Sequence Detected.',",528
175.171.32.169,":'SQL Injection Attack',",549
175.171.32.178,MSG,0
175.171.32.20,MSG,0
175.171.33.142,MSG,0
175.171.33.165,MSG,0
175.171.33.215,MSG,0
175.171.33.6,MSG,0
175.171.33.74,MSG,0
175.171.34.92,MSG,0
175.171.35.153,MSG,0
175.171.36.59,MSG,0
175.171.36.77,MSG,0
175.171.36.88,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",102
175.171.36.88,":'PHP Injection Attack: Low-Value PHP Function Call Found',",12
175.171.36.88,":'SQL Comment Sequence Detected.',",241
175.171.36.88,":'SQL Injection Attack',",637
175.171.37.179,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",206
175.171.37.179,":'SQL Comment Sequence Detected.',",382
175.171.37.179,":'SQL Injection Attack',",935
175.171.37.179,":'US-ASCII Malformed Encoding XSS Filter - Attack Detected.',",15
175.171.37.19,MSG,0
175.171.37.195,MSG,0
175.171.37.217,MSG,0
175.171.37.245,MSG,0
175.171.37.250,MSG,0
175.171.37.35,MSG,0
175.171.37.63,MSG,0
175.171.37.91,MSG,0
175.171.37.92,MSG,0
175.171.38.161,MSG,0
175.171.38.186,MSG,0
175.171.38.193,MSG,0
175.171.38.208,MSG,0
175.171.38.21,MSG,0
175.171.38.222,MSG,0
175.171.38.28,MSG,0
175.171.38.32,MSG,0
175.171.38.66,MSG,0
175.171.39.117,MSG,0
175.171.39.143,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",197
175.171.39.143,":'SQL Comment Sequence Detected.',",195
175.171.39.143,":'SQL Injection Attack',",574
175.171.39.199,MSG,0
175.171.39.203,MSG,0
175.171.39.219,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",243
175.171.39.219,":'SQL Comment Sequence Detected.',",234
175.171.39.219,":'SQL Injection Attack',",920
175.171.39.219,":'US-ASCII Malformed Encoding XSS Filter - Attack Detected.',",2
175.171.39.234,MSG,0
175.171.39.99,MSG,0
175.171.40.118,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",74
175.171.40.118,":'SQL Comment Sequence Detected.',",69
175.171.40.118,":'SQL Injection Attack',",410
175.171.40.123,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",155
175.171.40.123,":'SQL Comment Sequence Detected.',",51
175.171.40.123,":'SQL Injection Attack',",468
175.171.40.58,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",256
175.171.40.58,":'SQL Comment Sequence Detected.',",354
175.171.40.58,":'SQL Injection Attack',",657
175.171.41.165,MSG,0
175.171.41.227,MSG,0
175.171.41.236,MSG,0
175.171.41.24,MSG,0
175.171.41.25,MSG,0
175.171.41.82,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",20
175.171.41.82,":'SQL Comment Sequence Detected.',",218
175.171.41.82,":'SQL Injection Attack',",414
175.171.42.159,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",39
175.171.42.159,":'SQL Comment Sequence Detected.',",79
175.171.42.159,":'SQL Injection Attack',",223
175.171.42.18,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",62
175.171.42.18,":'SQL Comment Sequence Detected.',",158
175.171.42.18,":'SQL Injection Attack',",399
175.171.42.185,MSG,0
175.171.42.23,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",23
175.171.42.23,":'SQL Comment Sequence Detected.',",138
175.171.42.23,":'SQL Injection Attack',",260
175.171.43.212,MSG,0
175.171.43.31,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",134
175.171.43.31,":'SQL Comment Sequence Detected.',",309
175.171.43.31,":'SQL Injection Attack',",579
175.171.43.31,":'US-ASCII Malformed Encoding XSS Filter - Attack Detected.',",2
175.171.43.95,MSG,0
175.171.44.0,MSG,0
175.171.44.107,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",105
175.171.44.107,":'SQL Comment Sequence Detected.',",153
175.171.44.107,":'SQL Injection Attack',",465
175.171.44.107,":'US-ASCII Malformed Encoding XSS Filter - Attack Detected.',",1
175.171.44.107,MSG,0
175.171.44.68,MSG,0
175.171.45.110,MSG,0
175.171.45.122,MSG,0
175.171.45.242,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",4
175.171.45.242,":'SQL Comment Sequence Detected.',",76
175.171.45.242,":'SQL Injection Attack',",203
175.171.46.177,MSG,0
175.171.46.214,":'SQL Comment Sequence Detected.',",231
175.171.46.214,":'SQL Injection Attack',",309
175.171.46.228,MSG,0
175.171.47.164,MSG,0
175.171.48.251,MSG,0
175.171.48.27,MSG,0
175.171.49.104,MSG,0
175.171.49.140,MSG,0
175.171.5.110,MSG,0
175.171.6.203,MSG,0
175.171.64.142,MSG,0
175.171.65.111,MSG,0
175.171.65.132,MSG,0
175.171.65.224,MSG,0
175.171.65.236,MSG,0
175.171.65.74,MSG,0
175.171.65.87,MSG,0
175.171.66.151,MSG,0
175.171.66.153,MSG,0
175.171.66.168,MSG,0
175.171.66.26,MSG,0
175.171.67.107,MSG,0
175.171.67.15,MSG,0
175.171.67.188,MSG,0
175.171.67.2,":'SQL Comment Sequence Detected.',",6
175.171.67.2,":'SQL Injection Attack',",9
175.171.67.221,MSG,0
175.171.67.25,MSG,0
175.171.67.45,MSG,0
175.171.67.96,MSG,0
175.171.68.182,MSG,0
175.171.69.155,MSG,0
175.171.69.198,MSG,0
175.171.69.33,MSG,0
175.171.69.64,MSG,0
175.171.69.91,MSG,0
175.171.7.73,MSG,0
175.171.70.1,MSG,0
175.171.70.171,MSG,0
175.171.70.37,MSG,0
175.171.71.180,MSG,0
175.171.71.190,MSG,0
175.171.72.167,MSG,0
175.171.72.216,MSG,0
175.171.72.242,MSG,0
175.171.72.58,MSG,0
175.171.73.119,MSG,0
175.171.73.166,MSG,0
175.171.73.173,MSG,0
175.171.73.20,MSG,0
175.171.73.239,MSG,0
175.171.73.56,MSG,0
175.171.73.80,MSG,0
175.171.73.85,MSG,0
175.171.74.165,MSG,0
175.171.74.207,MSG,0
175.171.74.225,MSG,0
175.171.74.50,MSG,0
175.171.74.92,MSG,0
175.171.75.110,MSG,0
175.171.75.138,MSG,0
175.171.75.218,MSG,0
175.171.75.229,MSG,0
175.171.75.25,MSG,0
175.171.76.10,MSG,0
175.171.77.55,MSG,0
175.171.78.142,MSG,0
175.171.78.192,MSG,0
175.171.78.201,MSG,0
175.171.78.220,MSG,0
175.171.78.225,MSG,0
175.171.78.6,MSG,0
175.171.79.155,MSG,0
175.171.79.189,MSG,0
175.171.79.190,MSG,0
175.171.79.2,MSG,0
175.171.79.216,MSG,0
175.171.79.71,MSG,0
175.171.79.82,MSG,0
175.171.8.238,MSG,0
175.171.80.119,MSG,0
175.171.80.133,MSG,0
175.171.80.26,MSG,0
175.171.81.139,MSG,0
175.171.82.150,MSG,0
175.171.82.188,MSG,0
175.171.82.233,MSG,0
175.171.82.247,MSG,0
175.171.83.168,MSG,0
175.171.83.214,MSG,0
175.171.83.59,MSG,0
175.171.83.77,MSG,0
175.171.84.126,MSG,0
175.171.85.186,MSG,0
175.171.85.202,MSG,0
175.171.86.122,MSG,0
175.171.86.127,MSG,0
175.171.86.177,MSG,0
175.171.86.195,MSG,0
175.171.86.202,MSG,0
175.171.86.42,MSG,0
175.171.87.100,MSG,0
175.171.87.214,MSG,0
175.171.87.220,MSG,0
175.171.87.99,MSG,0
175.171.89.64,MSG,0
175.171.9.212,MSG,0
175.171.9.53,MSG,0
175.171.9.89,MSG,0
175.171.9.92,MSG,0
175.171.90.122,MSG,0
175.171.90.228,MSG,0
175.171.91.134,MSG,0
175.171.91.140,MSG,0
175.171.91.236,MSG,0
175.171.92.110,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",174
175.171.92.110,":'SQL Injection Attack',",522
175.171.92.110,":'US-ASCII Malformed Encoding XSS Filter - Attack Detected.',",328
175.171.92.18,MSG,0
175.171.93.116,MSG,0
175.171.93.58,MSG,0
175.171.93.80,MSG,0
175.171.94.158,MSG,0
175.171.94.36,MSG,0
175.171.94.43,MSG,0
175.171.95.223,MSG,0
175.171.95.43,MSG,0
175.171.95.56,MSG,0
175.171.95.58,MSG,0
175.173.0.108,MSG,0
175.173.0.7,MSG,0
175.173.1.147,MSG,0
175.173.1.7,MSG,0
175.173.10.107,MSG,0
175.173.12.193,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",120
175.173.12.193,":'SQL Comment Sequence Detected.',",120
175.173.12.193,":'SQL Injection Attack',",120
175.173.12.51,MSG,0
175.173.13.64,MSG,0
175.173.16.165,MSG,0
175.173.21.163,MSG,0
175.173.22.227,MSG,0
175.173.22.47,MSG,0
175.173.23.22,MSG,0
175.173.25.160,MSG,0
175.173.26.113,MSG,0
175.173.26.155,MSG,0
175.173.26.68,MSG,0
175.173.27.250,MSG,0
175.173.28.227,MSG,0
175.173.28.240,MSG,0
175.173.29.15,MSG,0
175.173.3.136,MSG,0
175.173.3.156,MSG,0
175.173.3.227,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",77
175.173.3.227,":'SQL Comment Sequence Detected.',",81
175.173.3.227,":'SQL Injection Attack',",77
175.173.3.249,MSG,0
175.173.3.94,MSG,0
175.173.30.12,MSG,0
175.173.30.122,MSG,0
175.173.31.131,MSG,0
175.173.31.27,MSG,0
175.173.32.137,MSG,0
175.173.32.200,MSG,0
175.173.33.43,MSG,0
175.173.34.146,MSG,0
175.173.34.176,MSG,0
175.173.35.7,MSG,0
175.173.36.131,MSG,0
175.173.36.19,MSG,0
175.173.36.24,MSG,0
175.173.37.159,MSG,0
175.173.38.97,MSG,0
175.173.39.154,MSG,0
175.173.39.192,MSG,0
175.173.39.231,MSG,0
175.173.4.179,MSG,0
175.173.43.26,MSG,0
175.173.44.208,MSG,0
175.173.48.135,MSG,0
175.173.48.204,MSG,0
175.173.48.60,MSG,0
175.173.49.133,MSG,0
175.173.5.68,MSG,0
175.173.52.156,MSG,0
175.173.53.168,MSG,0
175.173.54.122,MSG,0
175.173.54.190,MSG,0
175.173.56.145,MSG,0
175.173.56.82,MSG,0
175.173.57.231,MSG,0
175.173.58.185,MSG,0
175.173.59.20,MSG,0
175.173.59.237,MSG,0
175.173.60.94,MSG,0
175.173.63.249,MSG,0
175.173.7.20,MSG,0
175.174.128.105,MSG,0
175.174.130.171,MSG,0
175.174.130.3,MSG,0
175.174.131.193,MSG,0
175.174.131.227,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",6215
175.174.131.227,":'SQL Comment Sequence Detected.',",2930
175.174.131.227,":'SQL Injection Attack',",6218
175.174.131.227,":'US-ASCII Malformed Encoding XSS Filter - Attack Detected.',",6
175.174.133.81,MSG,0
175.174.136.7,MSG,0
175.174.137.95,MSG,0
175.174.144.10,MSG,0
175.174.144.116,MSG,0
175.174.144.193,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",370
175.174.144.193,":'SQL Injection Attack',",370
175.174.144.193,MSG,0
175.174.144.90,MSG,0
175.174.145.189,MSG,0
175.174.145.210,MSG,0
175.174.146.134,MSG,0
175.174.147.140,MSG,0
175.174.147.98,MSG,0
175.174.148.116,MSG,0
175.174.148.140,MSG,0
175.174.148.218,MSG,0
175.174.148.240,MSG,0
175.174.151.168,MSG,0
175.174.151.95,MSG,0
175.174.152.11,MSG,0
175.174.152.197,MSG,0
175.174.153.99,MSG,0
175.174.154.239,MSG,0
175.174.155.157,MSG,0
175.174.156.38,MSG,0
175.174.157.46,MSG,0
175.174.158.111,MSG,0
175.174.158.175,MSG,0
175.174.159.196,MSG,0
175.174.159.235,MSG,0
175.174.160.211,MSG,0
175.174.160.65,MSG,0
175.174.162.21,MSG,0
175.174.162.7,MSG,0
175.174.163.123,MSG,0
175.174.163.126,MSG,0
175.174.163.44,MSG,0
175.174.163.75,MSG,0
175.174.164.102,MSG,0
175.174.164.133,MSG,0
175.174.164.172,MSG,0
175.174.164.255,MSG,0
175.174.164.76,MSG,0
175.174.165.20,MSG,0
175.174.165.229,MSG,0
175.174.166.90,MSG,0
175.174.167.205,MSG,0
175.174.167.254,MSG,0
175.174.167.27,MSG,0
175.174.169.110,MSG,0
175.174.169.188,MSG,0
175.174.170.169,MSG,0
175.174.170.197,MSG,0
175.174.170.63,MSG,0
175.174.171.80,MSG,0
175.174.172.170,MSG,0
175.174.172.189,MSG,0
175.174.172.220,MSG,0
175.174.173.166,MSG,0
175.174.173.216,MSG,0
175.174.173.49,MSG,0
175.174.173.67,MSG,0
175.174.173.82,MSG,0
175.174.174.67,MSG,0
175.174.175.176,MSG,0
175.174.175.252,MSG,0
175.174.176.105,MSG,0
175.174.176.133,MSG,0
175.174.177.137,MSG,0
175.174.177.32,MSG,0
175.174.178.119,MSG,0
175.174.178.33,MSG,0
175.174.192.146,MSG,0
175.174.193.222,MSG,0
175.174.197.9,MSG,0
175.174.197.98,MSG,0
175.174.198.133,MSG,0
175.174.200.190,MSG,0
175.174.201.142,MSG,0
175.174.201.214,MSG,0
175.174.201.72,MSG,0
175.174.202.154,MSG,0
175.174.203.183,MSG,0
175.174.203.9,MSG,0
175.174.208.205,MSG,0
175.174.208.254,MSG,0
175.174.208.61,MSG,0
175.174.209.127,MSG,0
175.174.209.52,MSG,0
175.174.210.120,MSG,0
175.174.211.60,MSG,0
175.174.240.237,MSG,0
175.174.240.47,MSG,0
175.174.241.177,MSG,0
175.174.243.28,MSG,0
175.174.243.41,MSG,0
175.174.243.43,MSG,0
175.174.246.21,MSG,0
175.174.247.227,MSG,0
175.174.248.161,MSG,0
175.174.248.63,MSG,0
175.175.241.250,MSG,0
175.175.241.38,MSG,0
175.175.241.93,MSG,0
175.175.243.98,MSG,0
175.175.248.27,MSG,0
175.175.249.87,MSG,0
175.175.250.168,MSG,0
175.175.251.224,MSG,0
175.175.253.177,MSG,0
175.175.254.180,MSG,0
175.175.254.65,MSG,0
175.175.254.95,MSG,0
175.2.183.185,":'PHP Injection Attack: PHP Open Tag Found',",489
175.2.183.185,":'PHP Injection Attack: Variable Function Call Found',",489
175.2.183.185,":'SQL Comment Sequence Detected.',",489
175.205.114.52,MSG,0
176.109.168.184,MSG,0
176.109.169.161,MSG,0
176.109.171.108,MSG,0
176.109.173.11,MSG,0
176.109.174.29,MSG,0
176.109.174.31,MSG,0
176.109.175.112,MSG,0
177.105.209.41,MSG,0
177.232.84.253,MSG,0
177.232.86.61,MSG,0
178.156.202.212,MSG,0
178.22.66.25,MSG,0
178.60.39.61,MSG,0
179.124.44.130,MSG,0
18.224.224.22,MSG,0
180.101.116.160,MSG,0
180.101.214.147,":'Path Traversal Attack (/../)',",4
180.103.60.231,MSG,0
180.110.4.137,MSG,0
180.115.149.135,MSG,0
180.115.253.126,MSG,0
180.116.181.122,MSG,0
180.117.191.228,":'PHP Injection Attack: High-Risk PHP Function Call Found',",9027
180.117.191.228,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1083
180.117.191.228,":'SQL Comment Sequence Detected.',",1083
180.117.191.228,":'SQL Injection Attack',",2458
180.120.89.218,":'PHP Injection Attack: High-Risk PHP Function Call Found',",141
180.120.89.218,":'PHP Injection Attack: Low-Value PHP Function Call Found',",13
180.120.89.218,":'SQL Comment Sequence Detected.',",13
180.120.89.218,":'SQL Injection Attack',",111
180.121.131.195,":'PHP Injection Attack: High-Risk PHP Function Call Found',",24
180.121.131.195,":'SQL Injection Attack',",24
180.125.72.122,":'PHP Injection Attack: High-Risk PHP Function Call Found',",66
180.125.72.122,":'SQL Injection Attack',",8
180.163.190.19,MSG,0
180.163.190.29,MSG,0
180.163.190.3,MSG,0
180.163.190.30,MSG,0
180.163.190.4,MSG,0
180.163.190.6,MSG,0
180.168.116.158,MSG,0
180.191.158.117,MSG,0
180.210.203.172,MSG,0
180.211.135.42,MSG,0
180.250.204.162,MSG,0
180.96.62.239,MSG,0
180.97.215.139,":'PHP Injection Attack: High-Risk PHP Function Call Found',",19642
180.97.215.139,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2514
180.97.215.139,":'SQL Comment Sequence Detected.',",2514
180.97.215.139,":'SQL Injection Attack',",7668
180.97.215.34,":'PHP Injection Attack: High-Risk PHP Function Call Found',",9806
180.97.215.34,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1295
180.97.215.34,":'SQL Comment Sequence Detected.',",1295
180.97.215.34,":'SQL Injection Attack',",3730
180.97.215.37,":'PHP Injection Attack: High-Risk PHP Function Call Found',",13579
180.97.215.37,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1048
180.97.215.37,":'SQL Comment Sequence Detected.',",1048
180.97.215.37,":'SQL Injection Attack',",3532
180.97.215.41,":'PHP Injection Attack: High-Risk PHP Function Call Found',",203898
180.97.215.41,":'PHP Injection Attack: Low-Value PHP Function Call Found',",11921
180.97.215.41,":'SQL Comment Sequence Detected.',",12733
180.97.215.41,":'SQL Injection Attack',",49307
180.97.215.68,":'PHP Injection Attack: High-Risk PHP Function Call Found',",91583
180.97.215.68,":'PHP Injection Attack: Low-Value PHP Function Call Found',",6324
180.97.215.68,":'Possible XSS Attack Detected - HTML Tag Handler',",189
180.97.215.68,":'SQL Comment Sequence Detected.',",6570
180.97.215.68,":'SQL Injection Attack',",29076
180.97.215.68,":'XSS Filter - Category 5: Disallowed HTML Attributes',",189
181.165.164.234,MSG,0
181.236.225.147,MSG,0
181.39.25.67,MSG,0
181.48.79.178,MSG,0
181.62.248.12,MSG,0
181.63.245.127,MSG,0
182.105.146.149,":'PHP Injection Attack: High-Risk PHP Function Call Found',",46134
182.105.146.149,":'PHP Injection Attack: Low-Value PHP Function Call Found',",15256
182.105.146.149,":'SQL Comment Sequence Detected.',",15256
182.105.146.149,":'SQL Injection Attack',",23592
182.118.33.6,":'Detects MySQL UDF injection and other data/structure manipulation attempts',",16
182.118.33.6,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",359
182.118.33.6,":'MySQL in-line comment detected.',",83
182.118.33.6,":'PHP Injection Attack: High-Risk PHP Function Call Found',",511
182.118.33.6,":'PHP Injection Attack: Low-Value PHP Function Call Found',",626
182.118.33.6,":'PHP Injection Attack: PHP Open Tag Found',",175
182.118.33.6,":'Path Traversal Attack (/../)',",1734
182.118.33.6,":'Possible XSS Attack Detected - HTML Tag Handler',",146
182.118.33.6,":'Remote Command Execution: Unix Shell Expression Found',",15
182.118.33.6,":'Remote Command Execution: Wildcard bypass technique attempt',",279
182.118.33.6,":'SQL Comment Sequence Detected.',",1605
182.118.33.6,":'SQL Hex Encoding Identified',",318
182.118.33.6,":'SQL Injection Attack',",2659
182.118.33.6,":'SQL Injection Attack: Common DB Names Detected',",767
182.118.33.6,":'US-ASCII Malformed Encoding XSS Filter - Attack Detected.',",18
182.118.33.6,":'XSS Filter - Category 1: Script Tag Vector',",32
182.118.33.6,":'XSS Filter - Category 3: Attribute Vector',",177
182.118.33.6,":'XSS Filter - Category 5: Disallowed HTML Attributes',",32
182.118.33.6,MSG,0
182.134.25.254,":'PHP Injection Attack: High-Risk PHP Function Call Found',",3264
182.134.25.254,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1731
182.134.25.254,":'Remote Command Execution: Unix Shell Expression Found',",215
182.134.25.254,":'SQL Comment Sequence Detected.',",635
182.134.25.254,":'SQL Injection Attack',",1250
182.134.25.89,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1
182.134.25.89,":'SQL Comment Sequence Detected.',",1
182.139.180.19,":'PHP Injection Attack: High-Risk PHP Function Call Found',",152
182.139.180.19,":'PHP Injection Attack: Low-Value PHP Function Call Found',",712
182.139.180.19,":'Remote Command Execution: Unix Shell Expression Found',",122
182.139.180.19,":'Remote Command Execution: Wildcard bypass technique attempt',",151
182.139.180.19,":'SQL Comment Sequence Detected.',",266
182.139.181.155,":'PHP Injection Attack: Low-Value PHP Function Call Found',",3575
182.139.181.155,":'Remote Command Execution: Unix Shell Expression Found',",627
182.139.181.155,":'SQL Comment Sequence Detected.',",514
182.139.73.225,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1390
182.139.73.225,":'Remote Command Execution: Unix Shell Expression Found',",242
182.139.73.225,":'SQL Comment Sequence Detected.',",206
182.150.21.185,MSG,0
182.150.46.193,MSG,0
182.16.98.66,":'Path Traversal Attack (/../)',",2
182.161.68.170,":'Path Traversal Attack (/../)',",2
182.161.68.202,":'PHP Injection Attack: High-Risk PHP Function Call Found',",135
182.161.68.202,":'PHP Injection Attack: Low-Value PHP Function Call Found',",4
182.161.68.202,":'PHP Injection Attack: Variables Found',",2
182.161.68.202,":'Path Traversal Attack (/../)',",1
182.161.68.202,":'SQL Comment Sequence Detected.',",1
182.161.68.202,":'SQL Injection Attack',",38
182.202.220.102,MSG,0
182.202.220.117,MSG,0
182.202.220.12,MSG,0
182.202.220.126,MSG,0
182.202.220.135,MSG,0
182.202.220.14,MSG,0
182.202.220.140,MSG,0
182.202.220.150,MSG,0
182.202.220.151,MSG,0
182.202.220.16,MSG,0
182.202.220.162,MSG,0
182.202.220.167,MSG,0
182.202.220.177,MSG,0
182.202.220.182,MSG,0
182.202.220.189,MSG,0
182.202.220.191,MSG,0
182.202.220.193,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1
182.202.220.200,MSG,0
182.202.220.210,MSG,0
182.202.220.211,MSG,0
182.202.220.214,MSG,0
182.202.220.217,MSG,0
182.202.220.219,MSG,0
182.202.220.246,MSG,0
182.202.220.252,MSG,0
182.202.220.29,MSG,0
182.202.220.30,MSG,0
182.202.220.31,MSG,0
182.202.220.34,MSG,0
182.202.220.36,MSG,0
182.202.220.49,MSG,0
182.202.220.6,MSG,0
182.202.220.71,MSG,0
182.202.220.73,MSG,0
182.202.220.81,MSG,0
182.202.220.94,MSG,0
182.202.220.95,MSG,0
182.202.221.105,MSG,0
182.202.221.108,MSG,0
182.202.221.111,MSG,0
182.202.221.114,MSG,0
182.202.221.119,MSG,0
182.202.221.120,MSG,0
182.202.221.13,MSG,0
182.202.221.133,MSG,0
182.202.221.143,MSG,0
182.202.221.159,MSG,0
182.202.221.170,MSG,0
182.202.221.182,MSG,0
182.202.221.198,MSG,0
182.202.221.201,MSG,0
182.202.221.217,MSG,0
182.202.221.219,MSG,0
182.202.221.225,MSG,0
182.202.221.229,MSG,0
182.202.221.231,MSG,0
182.202.221.234,MSG,0
182.202.221.238,MSG,0
182.202.221.245,MSG,0
182.202.221.253,MSG,0
182.202.221.26,MSG,0
182.202.221.29,MSG,0
182.202.221.52,MSG,0
182.202.221.64,MSG,0
182.202.221.66,MSG,0
182.202.221.81,MSG,0
182.202.221.97,MSG,0
182.202.222.100,MSG,0
182.202.222.102,MSG,0
182.202.222.103,MSG,0
182.202.222.122,MSG,0
182.202.222.135,MSG,0
182.202.222.138,MSG,0
182.202.222.141,MSG,0
182.202.222.144,MSG,0
182.202.222.152,MSG,0
182.202.222.166,MSG,0
182.202.222.167,MSG,0
182.202.222.172,MSG,0
182.202.222.176,MSG,0
182.202.222.183,MSG,0
182.202.222.185,MSG,0
182.202.222.204,MSG,0
182.202.222.215,MSG,0
182.202.222.219,MSG,0
182.202.222.232,MSG,0
182.202.222.235,MSG,0
182.202.222.237,MSG,0
182.202.222.239,MSG,0
182.202.222.246,MSG,0
182.202.222.251,MSG,0
182.202.222.255,MSG,0
182.202.222.46,MSG,0
182.202.222.56,MSG,0
182.202.222.7,MSG,0
182.202.222.76,MSG,0
182.202.222.8,MSG,0
182.202.222.85,MSG,0
182.202.222.88,MSG,0
182.202.222.91,MSG,0
182.202.222.97,MSG,0
182.202.223.116,MSG,0
182.202.223.117,MSG,0
